Title,Publisher,Address,Core Collection
JAHRBUCH DES VEREINS ZUM SCHUTZ DER BERGWELT,VEREIN ZUM SCHUTZ BERGWELT E V,"PRATERINSEL 5, MUENCHEN, GERMANY, D-80538",Zoological Record
JAHRBUCHER FUR GESCHICHTE OSTEUROPAS,FRANZ STEINER VERLAG GMBH,"BIRKENWALDSTRASSE 44, STUTTGART, Germany, D-70191",Arts & Humanities Citation Index
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",Social Sciences Citation Index
JAHRBUCH FUR INTERNATIONALE GERMANISTIK,VERLAG PETER LANG AG,"JUPITERSTRASSE 15, BERN 15, SWITZERLAND, CH-3000",Arts & Humanities Citation Index
JAHRBUCH FUR WIRTSCHAFTSGESCHICHTE,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",Emerging Sources Citation Index
JAHRBUECHER DES NASSAUISCHEN VEREINS FUER NATURKUNDE,NASSAUISCHER VEREIN NATURKUNDE-HESSISCHE LANDESBIBLIOTHEK,"RHEINSTRASSE 10, WIESBADEN, GERMANY, 65185",Zoological Record
JAHRESBERICHT DER NATURFORSCHENDEN GESELLSCHAFT GRAUBUENDEN,NATURFORSCHENDE GESELLSCHAFT GRAUBUNDEN,"C/O BUNDNER NATUR-MUSEUM, MASANSERSTRASSE 31, CHUR, SWITZERLAND, CH-7000",Zoological Record
JAHRESBERICHTE DES NATURWISSENSCHAFTLICHEN VEREINS IN WUPPERTAL,NATURWISSENSCHAFTLICHER VEREIN WUPPERTAL,"FUHLROTT-MUSEUM, AUER SCHULSTRASSE 20, WUPPERTAL, GERMANY, D-42103",Zoological Record
JAHRESBERICHTE UND MITTEILUNGEN DES OBERRHEINISCHEN GEOLOGISCHEN VEREINS N F,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,"NAEGELE U OBERMILLER, SCIENCE PUBLISHERS, JOHANNESSTRASSE 3A, STUTTGART, GERMANY, D 70176",Zoological Record
JAHRESBERICHT ZUM MONITORING GREIFVOEGEL UND EULEN EUROPAS,MONITORING GREIFVOEGEL EULEN EUROPAS,"MARTIN-LUTHER-UNIVERSITAET HALLE-WITTENBERG, INSITUT FUER ZOOLOGIE, DOMPLATZ 4, PF 8, HALLE, GERMANY, D-06099",Zoological Record
JAHRESHEFTE DER GESELLSCHAFT FUER NATURKUNDE IN WUERTTEMBERG,GESELLSCHAFT NATURKUNDE IN WUERTTEMBERG E V,"ROSENSTEIN 1, STUTTGART, GERMANY, 00000",Zoological Record
JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded
JAMA CARDIOLOGY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA DERMATOLOGY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA HEALTH FORUM,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Emerging Sources Citation Index
JAMA INTERNAL MEDICINE,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA NETWORK OPEN,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA NEUROLOGY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA ONCOLOGY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA OPHTHALMOLOGY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA OTOLARYNGOLOGY-HEAD & NECK SURGERY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA PEDIATRICS,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMA PSYCHIATRY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded | Social Sciences Citation Index
JAMA SURGERY,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885",Science Citation Index Expanded
JAMBA-JOURNAL OF DISASTER RISK STUDIES,AOSIS,"Postnet Suite 110, Private Bag x 19, Durbanville, South Africa, 7550",Emerging Sources Citation Index
JAMES JOYCE QUARTERLY,UNIV TULSA,"800 SOUTH TUCKER DR, TULSA, USA, OK, 74104",Arts & Humanities Citation Index
JAMIA OPEN,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",Emerging Sources Citation Index
JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded | Social Sciences Citation Index
JANUS-ESTUDIOS SOBRE EL SIGLO DE ORO,SIELAE & UNIV CORUNA,"FAC FILOLOGIA , ELVINA CAMPUS, CORUNA, Spain, 15071",Emerging Sources Citation Index
JAPAN AND THE WORLD ECONOMY,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Social Sciences Citation Index
JAPAN ARCHITECTURAL REVIEW,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
JAPANESE ACCOUNTING REVIEW,KOBE UNIV,"RESEARCH INST ECONOMICS & BUSINESS ADM , 2-1, ROKKODAI-CHO, NADA-KU, KOBE, JAPAN, 657-8501",Emerging Sources Citation Index
JAPANESE DENTAL SCIENCE REVIEW,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",Science Citation Index Expanded
JAPANESE ECONOMIC REVIEW,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",Social Sciences Citation Index
JAPANESE JOURNAL OF ANIMAL PSYCHOLOGY,JAPANESE SOC FOR ANIMAL PSYCHOLOGY,"DEPT OF PSYCH UNIV TOKYO, TOKYO, JAPAN, 00000",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,JAPAN SOC APPL ENTOMOL ZOOL,"1-43-11 KOMAGOME TOSHIMA-KU, TOKYO, JAPAN, 170",Science Citation Index Expanded
JAPANESE JOURNAL OF APPLIED PHYSICS,IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",Science Citation Index Expanded
JAPANESE JOURNAL OF ARTIFICIAL ORGANS,JAPANESE SOC ARTIFICIAL ORGANS TISSUES,"NIHON GAKKAI JIMU SENTA, 16-9 HONKOMAGOME 5-CHOME, BUNKYO-KU, TOKYO, JAPAN, 113-0021",Emerging Sources Citation Index
JAPANESE JOURNAL OF BENTHOLOGY,JAPANESE ASSOC BENTHOLOGY,"C/O DR. SHIGEAKI KOJIMA, SECRETARY, OCEAN RESEARCH INST, UNIV OF TOKYO, 1-15-1 MINAMIDAI, NAKANO-KU, TOKYO, JAPAN, 164-8639",Zoological Record
JAPANESE JOURNAL OF CLINICAL ONCOLOGY,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",Science Citation Index Expanded
JAPANESE JOURNAL OF ECOLOGY,ECOLOGICAL SOC JAPAN,"HIROSHIMA UNIV, DEPT ENVIRON DYN & MANAGEMENT, SCHOOL BIOSPHERE SCI, 171 KAGAMIY KAGAMIYAMA, HIGASHI, HIROSHIMA, JAPAN, 739-8521",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF ENTOMOLOGY-NEW SERIES,ENTOMOLOGICAL SOC JAPAN,"C/O DEPT ZOOLOGY, NATIONAL SCIENCE MUSEUM (NATURAL HISTORY), 3-23-1 HYAKUNIN-CHO, TOKYO, JAPAN, 00000",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF ENVIRONMENTAL ENTOMOLOGY AND ZOOLOGY,JAPANESE SOC ENVIRONMENTAL ENTOMOLOGY & ZOOLOGY,"SEIYU BLDG, NISHI-HONMACHI1-12-19, NISHI-KU, OSAKA, JAPAN, 550-005",Zoological Record
JAPANESE JOURNAL OF ICHTHYOLOGY,ICHTHYOLOGICAL SOC JAPAN,"NAGASAKI UNIV, DEPT MARINE SCI & TECHNOL, GRAD SCH SCI & TECHNOL, 1-14 BUNKYO, NAGASAKI, JAPAN, 852-8521",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF INFECTIOUS DISEASES,NATL INST INFECTIOUS DISEASES,"JPN J INFECT DIS ED OFF NATL INST INFECTIOUS DISEASES TOYAMA 1-23-1, SHINJUKU-KU, TOKYO, JAPAN, 162-8640",Science Citation Index Expanded
JAPANESE JOURNAL OF LIMNOLOGY,JAPANESE SOC LIMNOLOGY,"C/O JAPANESE ACADEMIC SOCIETIES CTR, HONKOMAGOME 5-16-9, TOKYO, JAPAN, 00000",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF MATHEMATICS,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
JAPANESE JOURNAL OF OPHTHALMOLOGY,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",Science Citation Index Expanded
JAPANESE JOURNAL OF ORNITHOLOGY,ORNITHOLOGICAL SOC JAPAN,"OBIHIRO UNIV AGRICULTURE & VET , ORNITHOLOGICAL SOC JAPAN, OBIHIRO UNIV AGRICULTURE & VET, INADA, JAPAN, OBIHIRO, 080-8555",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF PHYCOLOGY,JAPANESE SOC PHYCOLOGY,"SHIMOTACHIURI OGAWA HIGASHI, KYOTO, JAPAN, 00000",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF PHYTOPATHOLOGY,PHYTOPATHOLOGICAL SOC JAPAN,"C/O SHOKUBO BLDG., KOMAGOME 1-43-11, TOKYO, JAPAN, 170-8484",Biological Abstracts | BIOSIS Previews
JAPANESE JOURNAL OF POLITICAL SCIENCE,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",Social Sciences Citation Index
JAPANESE JOURNAL OF RADIOLOGY,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
JAPANESE JOURNAL OF RELIGIOUS STUDIES,NANZAN INST RELIGION CULTURE,"18 YAMAZATO-CHO SHOWA-KU, NAGOYA, JAPAN, 466",Arts & Humanities Citation Index
JAPANESE JOURNAL OF SOCIOLOGY,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
JAPANESE JOURNAL OF STATISTICS AND DATA SCIENCE,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",Emerging Sources Citation Index
JAPANESE JOURNAL OF SWINE SCIENCE,JAPANESE SOC SWINE SCIENCE,"TOKYO UNIV AGRICULTURE , DEPT ZOOTECHNICAL SCIENCE, 1737 FUNAKO, ATSUGI-SHI, JAPAN, KANAGAWA, 243-0034, 00000",Biological Abstracts | BIOSIS Previews
JAPANESE JOURNAL OF SYSTEMATIC ENTOMOLOGY,EHIME UNIV COLL AGR,"118 TARUMI-CHO, MATSUYAMA, JAPAN, EHIME, 790-8566",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF SYSTEMATIC ENTOMOLOGY MONOGRAPHIC SERIES,JAPANESE SOC SYSTEMATIC ENTOMOLOGY,"C/O ENTOMOLOGICAL LABORATORY, COLLEGE AGRIC, EHIME UNIV, 5-7, TARUMI 3-CHOME, MATSUYAMA, JAPAN, 790-8566",Additional Indexes
JAPANESE JOURNAL OF SYSTEMATIC ENTOMOLOGY SUPPLEMENTARY SERIES,EHIME UNIV COLL AGR,"118 TARUMI-CHO, MATSUYAMA, JAPAN, EHIME, 790-8566",Biological Abstracts | BIOSIS Previews | Zoological Record
JAPANESE JOURNAL OF VETERINARY RESEARCH,HOKKAIDO UNIV,"ED COMMITTEE JAPANESE JOURNAL VETERINARY RES, GRAD SCH VET MED, KITA 18 NISHI 9 KITAKU, SAPPORO, JAPAN, 060-0818",Science Citation Index Expanded
JAPANESE JOURNAL OF ZOO AND WILDLIFE MEDICINE,JAPANESE SOC ZOO WILDLIFE MEDICINE,"C/O LABORATORY THERIOGENOLOGY, FACULTY AGRICULTURE, GIFU UNIV, GIFU, JAPAN, 501-1193",Zoological Record
JAPANESE PSYCHOLOGICAL RESEARCH,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Social Sciences Citation Index
JAPANESE STUDIES,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Emerging Sources Citation Index
JAPANESE STUDIES IN RUSSIA,RUSSIAN ACAD SCIENCES INST FAR EASTERN STUDIES,"32, NAKHIMOVSKY AV, MOSCOW, RUSSIA, 117997",Emerging Sources Citation Index
JAPAN FORUM,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Emerging Sources Citation Index
JAPAN HETEROCERISTS JOURNAL,JAPAN HETEROCERISTS SOC,"NATL MUSEUM NATURE & SCIENCE, DEPT ZOOLOGY, AMAKUBO 4-11 TSUKUBA-SHI, TOKYO, JAPAN, IBARAKI, 305-0005",Zoological Record
JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",Science Citation Index Expanded
JAPAN JOURNAL OF NURSING SCIENCE,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Science Citation Index Expanded | Social Sciences Citation Index
JAPAN REVIEW,INT RESEARCH CENTER JAPANESE STUDIES,"3-2 GORYO OEYAMA-CHO, NISHIKYO-KU, KYOTO, Japan, 610-1192",Emerging Sources Citation Index
JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,JAPAN INT RESEARCH CENTER AGRICULTURAL SCIENCES,"TSUKUBA, IBARAKI, JAPAN, 305-8686",Science Citation Index Expanded
JASA EXPRESS LETTERS,AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",Emerging Sources Citation Index
JASSA-THE FINSIA JOURNAL OF APPLIED FINANCE,FINSIA,"PO BOX H99, AUSTRALIA SQ, SYDNEY NSW, AUSTRALIA, 1215",Emerging Sources Citation Index
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,J A S S S,"UNIV SURREY, DEPT SOCIOLOGY, GUILDFORD, ENGLAND, SURREY, GU2 7XH",Social Sciences Citation Index
JATI-JOURNAL OF SOUTHEAST ASIAN STUDIES,UNIV MALAYA,"DEPT SOUTHEAST ASIAN STUDIES, FAC ARTS & SOCIAL SCIENCES , UNIV MALAYA, DEPT SOUTHEAST ASIAN STUDIES, FAC ARTS & SOCIAL SCIENCES, KUALA LUMPUR, MALAYSIA, 50603",Emerging Sources Citation Index
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,AMER VETERINARY MEDICAL ASSOC,"1931 N MEACHAM RD SUITE 100, SCHAUMBURG, USA, IL, 60173-4360",Science Citation Index Expanded
JAVNOST-THE PUBLIC,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Social Sciences Citation Index
JAZZ RESEARCH JOURNAL,EQUINOX PUBLISHING LTD,"415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX",Emerging Sources Citation Index
JBI EVIDENCE IMPLEMENTATION,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded
JBI EVIDENCE SYNTHESIS,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Emerging Sources Citation Index
JBJS ESSENTIAL SURGICAL TECHNIQUES,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Emerging Sources Citation Index
JBJS REVIEWS,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Emerging Sources Citation Index
JBMR PLUS,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
JCI INSIGHT,AMER SOC CLINICAL INVESTIGATION INC,"2015 MANCHESTER RD, ANN ARBOR, USA, MI, 48104",Science Citation Index Expanded
JCMS-JOURNAL OF CINEMA AND MEDIA STUDIES,UNIV TEXAS PRESS,"JOURNAL DIV, 2100 COMAL, AUSTIN, USA, TX, 78722",Arts & Humanities Citation Index
JCMS-JOURNAL OF COMMON MARKET STUDIES,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Social Sciences Citation Index
JCO CLINICAL CANCER INFORMATICS,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Emerging Sources Citation Index
JCO GLOBAL ONCOLOGY,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Emerging Sources Citation Index
JCOM-JOURNAL OF SCIENCE COMMUNICATION,SCUOLA INT SUPERIORE STUDI AVANZATI-S I S S A-INT SCH ADVANCED STUDIES,"VIA BEIRUT 2-4, TRIESTE, ITALY, 34014",Emerging Sources Citation Index
JCO ONCOLOGY PRACTICE,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded
JCO PRECISION ONCOLOGY,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded
JCPSP-JOURNAL OF THE COLLEGE OF PHYSICIANS AND SURGEONS PAKISTAN,COLL PHYSICIANS & SURGEONS PAKISTAN,"SEVENTH CENTRAL ST, DEFENCE HOUSING AUTHORITY, KARACHI, PAKISTAN, 75500",Science Citation Index Expanded
JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded
JDR CLINICAL & TRANSLATIONAL RESEARCH,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",Emerging Sources Citation Index
JEBAT-MALAYSIAN JOURNAL OF HISTORY POLITICS AND STRATEGIC STUDIES,UNIV KEBANGSAAN MALAYSIA,"CENTRE HISTORY POLITICS & STRATEGIC STUDIES , FAC SOCIAL SCIENCES & HUMANITIES, BANGI, SELANGOR, MALAYSIA, 43600",Emerging Sources Citation Index
JEFFERSONIANA,VIRGINIA MUSEUM NATURAL HISTORY,"1001 DOUGLAS AVE, MARTINSVILLE, USA, VA, 24112",Zoological Record
JETP LETTERS,MAIK NAUKA/INTERPERIODICA/SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013-1578",Science Citation Index Expanded
JEUNESSE-YOUNG PEOPLE TEXTS CULTURES,UNIV TORONTO PRESS INC,"JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8",Emerging Sources Citation Index
JEU-REVUE DE THEATRE,CAHIERS THEATRE JEU INC,"4067 BD SAINT-LAURENT, BUREAU 200, MONTREAL, CANADA, QC, H2W 1Y7",Emerging Sources Citation Index
JEWISH FILM & NEW MEDIA-AN INTERNATIONAL JOURNAL,WAYNE STATE UNIV PRESS,"4809 WOODWARD AVE, DETROIT, USA, MI, 48201-1309",Emerging Sources Citation Index
JEWISH HISTORICAL STUDIES-TRANSACTIONS OF THE JEWISH HISTORICAL SOCIETY OF ENGLAND,UCL PRESS,"UNIV COLLEGE LONDON, GOWER ST, LONDON, ENGLAND, WC1E 6 BT",Emerging Sources Citation Index
JEWISH HISTORY,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Arts & Humanities Citation Index
JEWISH QUARTERLY REVIEW,UNIV PENNSYLVANIA PRESS,"JOURNALS DIVISION, 3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104",Emerging Sources Citation Index
JEWISH SOCIAL STUDIES,INDIANA UNIV PRESS,"601 N MORTON STREET, BLOOMINGTON, USA, IN, 47404-3797",Emerging Sources Citation Index
JEWISH STUDIES QUARTERLY,MOHR SIEBECK,"PO BOX 2040, TUBINGEN, GERMANY, 72010",Emerging Sources Citation Index
JEZIKOSLOVLJE,JOSIP JURAJ STROSSMAYER UNIV,"FAC PHILOSOPHY , LORENZA JAGERA 9, OSIJEK, CROATIA, HR-31000",Emerging Sources Citation Index
JFR-JOURNAL OF FAMILY RESEARCH,OTTO FRIEDRICH UNIV BAMBERG PRESS,"POSTFACH 2705, BAMBERG, Germany, D-96018",Social Sciences Citation Index
JGH OPEN,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
JHEP REPORTS,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
JILIN DAXUE XUEBAO YIXUEBAN,JILIN DAXUE-JILIN UNIV,"828, XINMIN DAJIE, CHANGCHUN, PEOPLES R CHINA, 130021",Zoological Record
JIMEI DAXUE XUEBAO ZIRAN KEXUE BAN,JIMEI UNIVERSITY,"NO 185, YINJIANG RD, XIAMEN, PEOPLES R CHINA, 361021",Zoological Record
JIMS8M-THE JOURNAL OF INDIAN MANAGEMENT & STRATEGY,JAGANNATH INT MANAGEMENT SCH,"OCF POCKET 9, SECTOR-B, VASANT KUNJ, NEW DELHI, INDIA, 110 070",Emerging Sources Citation Index
JINGJI DONGWU XUEBAO,JILIN AGRICULTURAL UNIV,"PRINTING HOUSE, 2888 XINCHENG AVE, CHANGCHUN, PEOPLES R CHINA, JILIN, 130118",Zoological Record
JIRSS-JOURNAL OF THE IRANIAN STATISTICAL SOCIETY,IRANIAN STATISTICAL SOC,"PO BOX 15815-1614, TEHRAN, IRAN, ISLAM REPUBLIC, 00000",Emerging Sources Citation Index
JLIS.IT,UNIV STUDI FIRENZE,"DIPT STUDI MEDIOEVO & RINASCIMENTO , PIAZZA BRUNELLESCHI 3-4, FLORENCE, ITALY, 50121",Emerging Sources Citation Index
JMIR AGING,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR CANCER,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR FORMATIVE RESEARCH,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR HUMAN FACTORS,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR MEDICAL EDUCATION,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR MEDICAL INFORMATICS,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Science Citation Index Expanded
JMIR MENTAL HEALTH,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Science Citation Index Expanded
JMIR MHEALTH AND UHEALTH,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Science Citation Index Expanded
JMIR PEDIATRICS AND PARENTING,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR PUBLIC HEALTH AND SURVEILLANCE,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Science Citation Index Expanded | Social Sciences Citation Index
JMIR RESEARCH PROTOCOLS,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Emerging Sources Citation Index
JMIR SERIOUS GAMES,JMIR PUBLICATIONS,"INC , 130 QUEENS QUAY East, Unit 1100, TORONTO, Canada, ON, M5A 0P6",Science Citation Index Expanded
JMM-INTERNATIONAL JOURNAL ON MEDIA MANAGEMENT,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Emerging Sources Citation Index
JNCC REPORT,JOINT NATURE CONSERVATION COMMITTEE,"MONKSTONE HOUSE, CITY RD, PETERBOROUGH, ENGLAND, PE1 1JY",Zoological Record
JNCI CANCER SPECTRUM,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",Emerging Sources Citation Index
JNCI-JOURNAL OF THE NATIONAL CANCER INSTITUTE,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",Science Citation Index Expanded
JNP- THE JOURNAL FOR NURSE PRACTITIONERS,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",Science Citation Index Expanded | Social Sciences Citation Index
JNT-JOURNAL OF NARRATIVE THEORY,EASTERN MICHIGAN UNIV,"DEPT ENGLISH, YPSILANTI, USA, MI, 48197",Arts & Humanities Citation Index
